feature	baseMean	log2FoldChange	stat	pvalue	padj	symbol
IPO9-AS1	2.52370223549635	-0.211879492523407	0.791510216204979	0.428646316904451	0.635977520174043	IPO9-AS1
KXD1	6.18533987708813	-2.35515494007062	-0.791549789303399	0.428623233860283	0.635977520174043	KXD1
PARP14	40.2289868885824	2.03544247571495	0.791491700803423	0.428657117212598	0.635977520174043	PARP14
AK2	10.608634605417	0.0509645703509878	0.790281726816553	0.429363256046944	0.636511872768241	AK2
ARHGDIA	4.89331244967932	0.0509645703509878	-0.790741129802982	0.429095069642994	0.636511872768241	ARHGDIA
DOT1L	3.65135398291879	0.954936464764315	0.790182895326444	0.429420963790846	0.636511872768241	DOT1L
FBRSL1	2.81433216693376	0.468658610532218	0.790502980995747	0.429234081988809	0.636511872768241	FBRSL1
MFAP1	24.689732087494	-0.79404752840987	-0.790408828129407	0.4292890481683	0.636511872768241	MFAP1
MTRF1L	4.38114333184951	0.0509645703509877	-0.790209394779877	0.429405490307901	0.636511872768241	MTRF1L
STARD3	2.2192089466424	-1.60104671912587	0.790494178801627	0.429239220511722	0.636511872768241	STARD3
TMCO3;RP11-230F18.6	2.68711567208333	1.1475268147898	0.79025135039794	0.42938099236935	0.636511872768241	TMCO3;RP11-230F18.6
FCF1	5.83599621430704	3.13709112233531	-0.790089357718739	0.429475584586055	0.63651803829967	FCF1
SLC30A9	25.1536764757253	0.215016160592472	-0.789865162196397	0.429606518817837	0.636637291866564	SLC30A9
FASN	16.1481998199081	0.301731245286542	-0.789279399462658	0.429948724260072	0.637069565114125	FASN
DSG2	68.9885223344014	-1.37948010635846	-0.788807731889165	0.430224389770937	0.637403153931243	DSG2
KCTD20	11.6637390033463	0.407721580024779	0.78831994909182	0.430509581702506	0.637750776699402	KCTD20
ZSCAN30	3.98040198181379	-0.946331357478545	-0.788038981391299	0.430673904854715	0.637919285560989	ZSCAN30
CREBZF	11.5294383964512	2.69937797306186	-0.787644994299574	0.430904388358467	0.637961027553252	CREBZF
DESI2	12.327066154868	1.53385364012372	-0.78770119742125	0.430871505006992	0.637961027553252	DESI2
KLHL9	19.1943289625626	6.0245552801256	-0.787745675675714	0.430845482678773	0.637961027553252	KLHL9
LRRC34	2.37250979308102	0.308632760461333	0.787904062608228	0.430752824649263	0.637961027553252	LRRC34
SMN1	13.7957253342502	-0.257738442939182	-0.787119326378252	0.431212016891911	0.638266648800113	SMN1
TSTA3	11.4328506260845	-1.71805776885635	-0.787179336787032	0.431176891487572	0.638266648800113	TSTA3
EPB41L3	16.0633014374136	-1.21784500811398	0.786602948321966	0.431514332817808	0.638564264918328	EPB41L3
MED12L	31.120183611648	-0.104327402347798	0.786688320745064	0.431464342661901	0.638564264918328	MED12L
LONRF1	8.18084783615743	-0.398828437019016	-0.78621918737813	0.431739086999203	0.638821917115302	LONRF1
ATG7	11.3803523077694	0.206256543049773	0.785986881904661	0.431875172430188	0.638948325713628	ATG7
HSPE1	13.6576323021663	0.0509645703509878	-0.785426948604796	0.432203285617876	0.639358771523852	HSPE1
RPP14	18.4908343314166	0.157593759253316	-0.785100206540389	0.43239481864675	0.639567101595932	RPP14
RAB3IP;AC025263.3	3.17255582812564	0.0509645703509876	-0.784761880214188	0.432593194040943	0.639785502360471	RAB3IP;AC025263.3
MAP3K1	24.7646297679143	1.73093807409905	0.784069871209479	0.432999112976992	0.640310763316739	MAP3K1
CH17-472G23.4	13.9453401107088	0.135576557853574	0.7833896180572	0.43339835088316	0.640525693970731	CH17-472G23.4
MSTO1	2.01152914266307	0.234965089094865	0.783394286417372	0.433395610315591	0.640525693970731	MSTO1
POLI	51.5132147686342	-0.310999646576794	-0.783605797843156	0.433271452742667	0.640525693970731	POLI
PPP2CA;CTD-2410N18.4	13.8079294871137	1.2636554024218	0.783635603584332	0.433253958375063	0.640525693970731	PPP2CA;CTD-2410N18.4
TJAP1	3.26127256628867	1.98897848780743	-0.783415370591137	0.433383232945839	0.640525693970731	TJAP1
DPH7	1.5756480543384	-0.672317880208427	0.783152089434853	0.433537805631313	0.640656733860519	DPH7
PCAT7	1.72535889291776	-2.43477326539292	0.782397541681351	0.433980978093756	0.641236506697275	PCAT7
SAV1	4.67622359560008	-1.92675864860018	-0.782146623180628	0.434128409353122	0.641379217097714	SAV1
RQCD1	12.1486288188227	-1.53488269670223	-0.781784321946185	0.434341336409817	0.641587213552518	RQCD1
ZNRF3	5.52008527045304	-1.74221341660522	-0.781733990231015	0.434370921495045	0.641587213552518	ZNRF3
ISY1	7.70350438632163	-1.09256042023883	0.781455525251249	0.43453462481567	0.641603623718233	ISY1
ITM2A	1.53236730730822	-0.309459619148964	-0.781549070736417	0.434479627547371	0.641603623718233	ITM2A
SEPT7P6	6.5318183493749	1.23060580599962	-0.78150760323363	0.434504006628448	0.641603623718233	SEPT7P6
AP1M1	25.6452687298256	1.29993000411656	-0.781259521418555	0.434649872440256	0.641698676376568	AP1M1
COX6B1	2.58438778480666	0.0316121170573802	0.78106808617384	0.434762450833332	0.641711525323863	COX6B1
EXTL2	9.39108098136493	4.35315335428265	-0.780952081736205	0.434830678402105	0.641711525323863	EXTL2
MORC2	6.04275663963618	0.0509645703509877	-0.780898715847306	0.434862067422576	0.641711525323863	MORC2
SLCO4C1	7.16090965811306	-0.160676906117045	0.781031518654345	0.434783957213676	0.641711525323863	SLCO4C1
G3BP2	126.029024943241	-0.445457788624453	0.780317031605128	0.435204290253354	0.641991219419461	G3BP2
PRUNE2	4.88669374178348	0.0621854333213353	-0.780330183383504	0.435196550938463	0.641991219419461	PRUNE2
TSR2	19.6652439171983	-1.77922050434329	-0.78031825786755	0.435203568641804	0.641991219419461	TSR2
ZNF12	5.13154701251431	-0.104327402347798	-0.780013237872979	0.435383083266491	0.642179865800225	ZNF12
APAF1	14.1631897799835	-0.418388660156958	0.779870328467011	0.43546720500009	0.642228846471546	APAF1
TLK2	9.71962899125646	-0.259619375046583	0.779343573327025	0.435777353419265	0.642582597578609	TLK2
TMEM163	3.19691323397764	3.82463090277361	-0.779289918294795	0.43580895213929	0.642582597578609	TMEM163
GTF3C5	22.8964733647282	0.365134563288569	-0.779166056928948	0.435881902078492	0.642615043573878	GTF3C5
MB21D2	8.58489951178441	0.206256543049773	-0.778878198879881	0.436051467425664	0.642789904184566	MB21D2
WASH5P	4.14703589197165	0.0373115880706749	0.778250835569255	0.436421153095193	0.643259689780646	WASH5P
UPF3AP2	3.45614150982278	2.5607873887549	-0.778120177679518	0.436498168439923	0.643298036768454	UPF3AP2
ALG11	8.46008817984965	2.0024561619794	-0.777065171511294	0.437120321001045	0.644121918950925	ALG11
ARL5A	19.1773160566444	-0.104327402347798	0.776883701609779	0.437227387895116	0.644121918950925	ARL5A
PDS5A	45.5340313154736	0.0509645703509878	0.776869543295648	0.437235741908153	0.644121918950925	PDS5A
UBL4A	3.18186095947014	-1.17581106975891	-0.776825966118791	0.437261454889549	0.644121918950925	UBL4A
MMS22L	22.7043138873633	0.114538177282608	-0.776485946685492	0.437462115340508	0.644342260965106	MMS22L
EPHX1	1.53887896701816	0.0509645703509877	0.776331917937861	0.437553031930237	0.644350409031108	EPHX1
SLC39A14	37.0860844109663	0.0509645703509877	0.776303492197441	0.437569811618873	0.644350409031108	SLC39A14
CTD-3214H19.16	4.46797161934467	0.0509645703509877	0.775795090338533	0.437869983301842	0.644717166962699	CTD-3214H19.16
SEMA3C	67.0745615786196	0.050964570350988	0.775518839183587	0.43803313773847	0.644882119448303	SEMA3C
CD58	3.42485006471235	-1.49269419654833	-0.775357007372498	0.438128732139648	0.644884109076668	CD58
TMEM132A	1.57267089334158	0.0509645703509879	0.775343454946804	0.438136738131207	0.644884109076668	TMEM132A
RP11-83M16.6;RP11-434D9.2	3.5464628414184	0.0509645703509877	-0.774847275642322	0.438429910167995	0.645240332150168	RP11-83M16.6;RP11-434D9.2
VPS45	3.35566083771948	0.0509645703509877	0.774321179473788	0.438740881990716	0.645622665122595	VPS45
HSD17B7	1.59241282267326	-0.104327402347798	0.773951173390673	0.438959665933801	0.645715005555136	HSD17B7
KIF22	20.3635400234519	0.674999639764156	0.774011528805238	0.438923973606496	0.645715005555136	KIF22
KLHL5	35.8638172722633	0.282821748339924	0.773782226452569	0.439059584798351	0.645715005555136	KLHL5
PINK1	3.03878293348078	1.70074511759369	0.773782989066478	0.43905913374268	0.645715005555136	PINK1
SLC22A17	2.73984125279999	-0.108053621154628	0.773843455971703	0.439023370830281	0.645715005555136	SLC22A17
ORMDL3	7.87466220698813	2.65303351576543	0.773665929277815	0.439128373047926	0.645740883379172	ORMDL3
ACOX1	12.9207142824164	-0.983719810292234	0.773372122480175	0.439302183474816	0.645774839927125	ACOX1
FBXO22	19.2344422492736	-2.03247927192571	-0.773500602586361	0.439226172265507	0.645774839927125	FBXO22
MKRN2	7.33440081863997	-0.259619375046583	0.773367277408579	0.439305050056656	0.645774839927125	MKRN2
VKORC1L1	7.67956322101463	2.98256330430861	-0.773227544546465	0.439387727488768	0.645821113323621	VKORC1L1
MRC1	1.76694988726422	5.38566684918577	0.77304070641154	0.439498290225398	0.645908357556003	MRC1
TPT1P9	1.83884568419921	0.207182949570307	-0.772427814670513	0.439861085189502	0.646366231195292	TPT1P9
BRI3	2.03747305818961	-0.306852837946485	0.772308397907294	0.439931792713442	0.646394832066087	BRI3
AP1M2	5.90338654010052	0.0509645703509877	-0.772087460827532	0.440062628340427	0.64651176262359	AP1M2
FBXO2	2.1652083961111	0.279585857879652	0.771951056350583	0.44014341617131	0.64655514750028	FBXO2
ZNF574	3.81447117686783	-0.67730524060256	-0.771684707212665	0.440301190422524	0.646711599439883	ZNF574
PPP2R5E	32.5033531125362	1.44039546923779	-0.771567402101756	0.44037068742272	0.646738368977784	PPP2R5E
KAT2B	3.80161997521303	-0.359041409143091	0.771122716001774	0.440634197255652	0.646974713558701	KAT2B
PSG5	1.61708016552613	-0.220922001946672	0.771125278093917	0.440632678765218	0.646974713558701	PSG5
C3orf38	5.53370591750726	0.0976752539615835	-0.770887921517583	0.440773367037764	0.64710373042532	C3orf38
SLC35B4	9.28114356231113	-1.43712734290285	0.770703283899751	0.440882825025035	0.647189102160572	SLC35B4
CBX1	52.7921168299417	-2.53152588637039	0.770597017345509	0.440945829667912	0.647206271285902	CBX1
CYP2R1	6.55529774621499	0.972121325526348	0.770331462340878	0.441103297794466	0.647362070782943	CYP2R1
MAPRE2	12.1278179830388	0.0509645703509877	0.770030381429021	0.441281870951107	0.647548804115549	MAPRE2
CCSAP	3.55724006385288	0.0509645703509883	-0.769597425941015	0.441538732403729	0.647624368667515	CCSAP
DOCK6	2.04035147256755	-0.38606382126013	0.769672058535855	0.441494448681346	0.647624368667515	DOCK6
EDIL3	34.0593339162884	-0.10376446494717	-0.769774361565076	0.441433750664823	0.647624368667515	EDIL3
ZRANB3	28.8731007717239	-1.03769497008177	0.76970139953618	0.441477039709733	0.647624368667515	ZRANB3
RAD51C	10.3475575291209	4.10066619492352	-0.769275912512798	0.441729533510908	0.647753584713624	RAD51C
SSPN	1.91918106497134	0.0509645703509878	0.76930830723249	0.441710306830688	0.647753584713624	SSPN
NXPH2	4.27719002035214	0.778245396491675	0.768783845704034	0.442021640361844	0.648106587414192	NXPH2
TTC32	4.88464240290935	0.206256543049773	0.768662325837666	0.44209379552286	0.648137045179609	TTC32
C1R	1.57572701231264	1.22143103618344	0.768505294516452	0.442187046393391	0.648198419896134	C1R
ESYT3	2.43514667098558	3.56572863712376	0.768243065430047	0.442342792584665	0.648351381090281	ESYT3
RP11-367N14.2	1.50514182312438	0.8906207155538	-0.767565255993577	0.442745510526519	0.648866256509993	RP11-367N14.2
KLF7	12.432722894977	0.206256543049773	-0.767106770544405	0.443018036771302	0.649190231857946	KLF7
PSMD10	3.80356191916319	0.0509645703509878	0.766841582082113	0.443175709997738	0.649345848055694	PSMD10
SLCO3A1	4.04928612578701	2.74579514804198	-0.766691582692901	0.443264909403099	0.649401111174296	SLCO3A1
OLMALINC	1.85670916541228	0.632773342624185	-0.766370973672843	0.443455598801898	0.649454188237217	OLMALINC
ZBTB8OS	2.83615766792086	-0.104327402347798	0.766371253628921	0.443455432271306	0.649454188237217	ZBTB8OS
ZNF362	3.04688196225292	0.0509645703509877	0.766432378718941	0.443419073146605	0.649454188237217	ZNF362
DCBLD2	15.2269350479336	0.0509645703509879	0.766056786452372	0.443642514152245	0.649652504471374	DCBLD2
EFHC1	2.74272049455253	3.28751289052604	-0.765573528464857	0.443930100415785	0.649998176046978	EFHC1
SOX2-OT	3.33917200231986	1.47573020206307	-0.765226675199496	0.444136577990907	0.650225022606465	SOX2-OT
FBXO21	22.871836883303	-2.10090064256995	-0.764905553587057	0.444327786685274	0.650353991790211	FBXO21
KDM4A	10.3080569320045	0.87934414669528	-0.764908519186183	0.444326020633642	0.650353991790211	KDM4A
CTD-2008L17.1	10.1011268564396	0.40725997675606	-0.764684553211263	0.444459406465281	0.650461177236096	CTD-2008L17.1
DET1	1.54192722696628	-0.259619375046583	-0.764522864310123	0.444555716580972	0.650461177236096	DET1
TUBA1A	19.1290314697735	0.136819473025631	-0.764529252293375	0.444551911348032	0.650461177236096	TUBA1A
RSPH3	4.18590401101265	0.275066501126476	0.764072991447427	0.44482374633533	0.650777863172565	RSPH3
LZIC	8.8995824242759	0.277324840014041	0.763636854311777	0.445083680451005	0.651082633098571	LZIC
TMEM14B	2.26684273755119	2.14918638764657	-0.763435658356555	0.445203620757607	0.651182568673059	TMEM14B
GS1-44D20.1	4.76399582074909	0.0509645703509877	0.76293452415412	0.445502445374457	0.651544098081554	GS1-44D20.1
MANBA;LRRC37A15P	1.70597732361117	0.510513833232083	0.762675614753219	0.445656876939921	0.651694394356616	MANBA;LRRC37A15P
AC004980.7	25.4490301984689	-0.104327402347798	-0.762504357113767	0.445759043660011	0.651706040768051	AC004980.7
CMTM6	29.5025315644919	-0.104327402347798	-0.762402462239738	0.445819837148209	0.651706040768051	CMTM6
HNRNPLP2	1.65739932707055	0.0509645703509878	-0.762456771822386	0.445787433861016	0.651706040768051	HNRNPLP2
YIPF2	9.04964376083885	0.0509645703509877	0.762113951206577	0.445991996960637	0.651882161026823	YIPF2
RP11-304M2.5	1.5897724036893	1.91297893179981	0.761222186909163	0.446524368361041	0.652509080457155	RP11-304M2.5
UBAP2L	39.4090802268219	2.78437210384398	-0.761247913758304	0.446509004709858	0.652509080457155	UBAP2L
GGT7	3.92805583985904	0.363475054698342	-0.760691259830971	0.446841496449751	0.652670059775029	GGT7
GRIP2	1.6095211333897	3.02596662675031	0.760733525050126	0.446816246315289	0.652670059775029	GRIP2
RP11-613M10.9;SHB	10.3242480014562	-0.229308840180462	0.760883257279086	0.446726799652468	0.652670059775029	RP11-613M10.9;SHB
SAYSD1	3.41146469467444	0.0509645703509877	0.760793874458948	0.446780193711238	0.652670059775029	SAYSD1
HAUS8	1.77837226962632	1.08082241839507	-0.760355582408277	0.447042066057166	0.652765231729049	HAUS8
NUPL2	7.53173481757958	-0.0902188990648199	-0.760464220400676	0.446977148492941	0.652765231729049	NUPL2
SDF2L1	3.23898453692942	0.0509645703509878	0.760322388548065	0.447061902402668	0.652765231729049	SDF2L1
HBG2;HBE1;AC104389.28	4.6087841992454	0.050964570350988	0.759888905239191	0.447320993995415	0.653067941928029	HBG2;HBE1;AC104389.28
AC098973.2	1.89030577630963	1.08853503463033	-0.759728484975628	0.44741689831651	0.653132363773227	AC098973.2
GNAI2	9.98427763972625	0.0509645703509878	0.759420580380989	0.447601006196052	0.653249923887192	GNAI2
LA16c-306E5.3;CLUAP1	5.66455763756746	-1.18180382334759	0.759494811773887	0.447556616481127	0.653249923887192	LA16c-306E5.3;CLUAP1
ARF4	16.1798314835362	-0.633794485601647	0.75861419733599	0.44808337733189	0.653258736134352	ARF4
CLK3	10.3545250123087	-0.104327402347798	0.758544759622558	0.448124928156853	0.653258736134352	CLK3
GEMIN8	2.54979808989846	-1.66588553842669	-0.759183399070701	0.447742855288254	0.653258736134352	GEMIN8
GFPT1	62.3465817861568	3.37586643508399	0.758583082865254	0.448101995645647	0.653258736134352	GFPT1
KCNT2	26.5616417316249	0.0509645703509879	0.758602579267696	0.448090329313911	0.653258736134352	KCNT2
NR1D2	2.66347802169103	2.30723297125791	0.759110001892714	0.447786756515653	0.653258736134352	NR1D2
RP11-405A12.2	1.74214865378331	0.0509645703509876	-0.758799722851036	0.447972371477619	0.653258736134352	RP11-405A12.2
TOP1	35.9511878961699	-0.519790186205402	-0.758611454253899	0.448085018722929	0.653258736134352	TOP1
TTYH3	18.5299455949326	-0.249185931403297	0.759282772612693	0.447683420654936	0.653258736134352	TTYH3
ZFP28	7.54069858522502	-0.988263332696111	-0.758671076034808	0.44804934332486	0.653258736134352	ZFP28
SLC25A38	8.45179647558361	0.0509645703509878	-0.758279039610051	0.448283952534855	0.653415042439872	SLC25A38
AP1S3	1.89699373116062	-0.259619375046583	-0.757268754189539	0.448888866447233	0.654145582412823	AP1S3
RAP2A	8.98242362192034	-0.977439241114011	0.757314267907137	0.448861604899614	0.654145582412823	RAP2A
VASP	8.25936090592119	1.43003598258706	0.756948727627987	0.44908058066613	0.654349364043267	VASP
GUCY1B3	3.03693294604361	-0.104327402347798	-0.756444216958942	0.449382905743794	0.654641047089704	GUCY1B3
SEC24C	19.8974674714761	-0.336149004192072	-0.756441458648868	0.449384558962244	0.654641047089704	SEC24C
TIMM23B	9.79041894972221	-2.85582542993467	0.755936779210171	0.449687101262691	0.654930504021196	TIMM23B
ZNF20;ZNF625-ZNF20	4.08009320075704	0.0509645703509879	-0.755966880383211	0.449669053148447	0.654930504021196	ZNF20;ZNF625-ZNF20
B3GALT5	2.5344987138705	2.48882556441213	-0.755354351058524	0.450036395398847	0.65536355247761	B3GALT5
ZNF821	5.63205768296736	0.354213268267398	0.75513786302195	0.450166266910918	0.655477004595905	ZNF821
CTC-554D6.1;CTC-487M23.8;SRP19	19.8274218194806	1.95891497045963	0.754949333574004	0.45027938331875	0.655566036609269	CTC-554D6.1;CTC-487M23.8;SRP19
BAIAP2	3.57750103060474	2.71974181685762	-0.75467174520279	0.450445963790771	0.655649929605548	BAIAP2
LOH12CR1	7.09281448510009	1.41298030071844	0.754591088835631	0.450494372130579	0.655649929605548	LOH12CR1
POLE4	2.57917657368016	-0.259619375046583	-0.754687027851986	0.450436791782153	0.655649929605548	POLE4
RBM47	30.4429834741676	-0.259619375046583	-0.754506876996357	0.450544917537727	0.655649929605548	RBM47
YIF1A	2.00273062082875	-2.16254215669359	0.754255752731638	0.450695665747082	0.655793647218098	YIF1A
BACH1	34.1616478119365	0.481946812786805	0.754143322254144	0.450763166262167	0.655801408657315	BACH1
ZNF667	3.33125764656971	-0.657374044825028	-0.754073681499975	0.450804979742158	0.655801408657315	ZNF667
SLC25A11	7.53322568509861	0.0509645703509879	-0.753841914712124	0.450944152233268	0.655928221433399	SLC25A11
STAM	19.382295488153	0.0509645703509876	0.753536348749463	0.451127677190396	0.656119511135668	STAM
AGBL4;BEND5	3.23172500329598	-0.249727997654734	0.753357964811351	0.451234835312557	0.656124735720203	AGBL4;BEND5
CCNT2-AS1	13.0257754165199	-1.04914832461566	0.753270609620255	0.451287316244528	0.656124735720203	CCNT2-AS1
GEMIN4	2.11490789884956	0.0509645703509878	-0.753297713252132	0.45127103265424	0.656124735720203	GEMIN4
ZDHHC2	16.9458365315258	0.241907817860351	-0.752966374094552	0.451470120707154	0.656314867189125	ZDHHC2
NACA	95.0695034459751	0.206256543049773	-0.752847464771233	0.451541580535191	0.656343108650715	NACA
DYNC2H1	23.1276564639614	1.15919526707629	-0.752413740371748	0.451802286067099	0.656419492795483	DYNC2H1
MRPS16	14.5215469760098	-1.22327441826371	-0.752489709742619	0.451756615817512	0.656419492795483	MRPS16
NFU1	1.87715629037361	2.095983422441	0.752488050151182	0.451757613480587	0.656419492795483	NFU1
ZNF354C	2.64954227410814	0.0509645703509877	-0.752518124353668	0.451739534572799	0.656419492795483	ZNF354C
MTRNR2L8	1.6120258110709	2.0462020047333	-0.751933264801611	0.452091192403103	0.656763595643527	MTRNR2L8
NR1H3	1.77807636882178	3.87056852947362	0.751678171695845	0.452244620391556	0.656910829297454	NR1H3
ARPC1A;ARPC1B	4.57116479601176	0.0509645703509878	-0.750914235480747	0.452704272511136	0.657215026396841	ARPC1A;ARPC1B
MESDC2	33.0714512684131	0.586869764904712	-0.751161492745035	0.45255547162762	0.657215026396841	MESDC2
RAB11B	13.3321129408841	2.16805306163129	-0.750724032663001	0.452818756493971	0.657215026396841	RAB11B
RP11-1023L17.1	8.25413942698837	0.0509645703509877	0.750735168178378	0.452812053523614	0.657215026396841	RP11-1023L17.1
SPCS2	4.27687822131286	-0.783718936216788	0.750991373434551	0.452657847468916	0.657215026396841	SPCS2
UBL3	228.921063544901	-0.0134577126938591	0.750817013982407	0.452762788551876	0.657215026396841	UBL3
ZNF117	3.73298260331936	-1.56791390762264	0.750844892689841	0.452746008373854	0.657215026396841	ZNF117
ARHGEF9	6.45656135264402	0.0509645703509877	0.750210756303374	0.453127781562122	0.65758787812064	ARHGEF9
RPL28	3.86236755761592	0.00368398798290484	-0.750068104066054	0.453213688434152	0.657636887830254	RPL28
EEFSEC	5.27980491413791	0.206256543049773	-0.749674916412227	0.453450518293946	0.657786990474278	EEFSEC
GALNT6	2.51063711056825	0.254029643139861	-0.749662435895192	0.453458036863316	0.657786990474278	GALNT6
STX3	21.4956425254422	0.0509645703509878	0.749636644369596	0.453473574533401	0.657786990474278	STX3
TRIM41	1.55950196396977	1.70332366593804	0.749469885802838	0.453574042672825	0.657857074195127	TRIM41
C5orf34	4.2449390434689	1.61538799026882	-0.749252652767712	0.453704939333549	0.657909025499024	C5orf34
FBXL18	1.92658497135823	0.0509645703509877	-0.749237325575051	0.453714175742509	0.657909025499024	FBXL18
MIR205HG	3.1912451241465	0.0509645703509877	-0.748438658115192	0.454195612140146	0.658531431211012	MIR205HG
MRPL36	8.46486400540098	0.908062086102859	-0.748150358492274	0.454369469745988	0.658556416336424	MRPL36
RABL6;TRAF2	2.4716155494545	0.442975156830428	-0.748286040155644	0.454287642944083	0.658556416336424	RABL6;TRAF2
STRA6	3.52560881626344	0.183200467782465	0.74816157889272	0.454362702639724	0.658556416336424	STRA6
CBR4	9.80891167902394	4.63976529826548	0.748049161772671	0.454430504800482	0.658569208128824	CBR4
KCTD14;NDUFC2-KCTD14;NDUFC2	3.80829397084088	1.33443150022952	0.747786320463216	0.454589054584113	0.658723300921769	KCTD14;NDUFC2-KCTD14;NDUFC2
RNASEH1-AS1	2.70275985513343	0.0509645703509878	-0.747553275662989	0.454729656737313	0.658851354248159	RNASEH1-AS1
ASAP1	503.993960093387	0.516840488447345	0.747452628706201	0.454790387309485	0.658863666650034	ASAP1
EIF2S2P3	2.49058833730225	-1.04481510772674	0.747344530873838	0.454855618843394	0.658882496105945	EIF2S2P3
CCDC117	16.3437674351261	0.167455744408301	-0.746949306527195	0.455094161454018	0.658925361866505	CCDC117
FAM222B	6.62289527979681	2.7873558798735	0.746979579742588	0.455075887184214	0.658925361866505	FAM222B
KIDINS220	35.7660534843668	0.0509645703509877	0.747000756681625	0.455063104080201	0.658925361866505	KIDINS220
MARK2	5.52947208617094	1.41259011164203	0.747058614031521	0.455028180492427	0.658925361866505	MARK2
TMEM106B	11.3555330002973	-0.719404974054687	0.746502009342583	0.455364218240124	0.659240703417987	TMEM106B
LYSMD3	26.8736910881174	1.533778711969	0.745738541916196	0.455825371926693	0.659718130713854	LYSMD3
ZC3H12B	4.09044547169045	-1.42005908644837	-0.745696294686534	0.455850897994447	0.659718130713854	ZC3H12B
ZNF765	15.4229724896076	0.361548515748559	-0.74576010444642	0.455812344007077	0.659718130713854	ZNF765
PROSC	17.2977159715091	-0.104327402347798	0.745170662308581	0.456168555944137	0.660102118237851	PROSC
SCAMP1-AS1	3.87827661745163	0.0941956696782485	0.744721527853122	0.456440082134353	0.660343525179807	SCAMP1-AS1
SCLT1	20.3543300185189	0.736408121057948	-0.744729715699175	0.456435131323423	0.660343525179807	SCLT1
EXOSC7;CLEC3B	2.86676125237051	0.0509645703509879	-0.744442728357237	0.456608677278461	0.660484198886289	EXOSC7;CLEC3B
PREX1	9.50896136812881	0.0509645703509879	-0.744387563751505	0.4566420404699	0.660484198886289	PREX1
ERBB2	8.76430184934053	0.270811492398501	-0.744292685888414	0.456699425183212	0.660491464029011	ERBB2
LIPT2	1.54259478628868	0.206256543049773	0.743775413160662	0.457012357073579	0.660852661321838	LIPT2
TUBB6	7.28425808412116	-0.104327402347798	-0.743706663465067	0.457053957299168	0.660852661321838	TUBB6
IFIT5	6.95073900032594	1.17087602453687	0.743480206706076	0.457191000617111	0.660975046622835	IFIT5
STAT4	2.59114162344975	0.0509645703509878	0.743385574125571	0.45724827561752	0.660982093586913	STAT4
THYN1	5.80476627810283	-0.259619375046584	0.742677221593472	0.457677123686805	0.661526210402814	THYN1
MN1	2.11242910740152	0.0872263641264109	0.742436088765416	0.457823160887512	0.661661474729041	MN1
LINC01339	1.96495542109389	0.0509645703509878	-0.740954684453686	0.458720916925803	0.662840496397074	LINC01339
PPFIA1	20.4069196619801	2.33460224718614	0.740916522269135	0.458744056884926	0.662840496397074	PPFIA1
ARMCX1	6.84562469002954	-0.104327402347798	-0.740023491001043	0.459285740617509	0.663332625121548	ARMCX1
RP11-696N14.1	4.84105137747128	0.244176462169901	-0.74000822859112	0.45929500141205	0.663332625121548	RP11-696N14.1
SART1	6.07238948080091	0.0509645703509878	-0.740083427429724	0.459249373915915	0.663332625121548	SART1
TRPC1	7.71118921049021	1.42774334748994	0.740119263612533	0.45922763091905	0.663332625121548	TRPC1
CREB3	12.4255109349701	0.0509645703509877	-0.739914862261954	0.459351655711617	0.663338498585729	CREB3
MT-ND5	40.0478664982237	1.2747457976917	0.73962463161914	0.459527791449094	0.6635168911789	MT-ND5
LINC01122	4.77942564842205	6.23982822707638	-0.739160099029499	0.459809786585729	0.663772104370838	LINC01122
RP11-499F3.2	28.3678565997103	-0.707865472984914	0.739181698900248	0.459796672207943	0.663772104370838	RP11-499F3.2
ABHD8	2.71901988161412	0.0755773329900953	0.73867205545793	0.460106158415046	0.664123936634328	ABHD8
CCDC85B	4.85687612047003	2.51038516761875	-0.738486415337795	0.460218919238027	0.664210691907148	CCDC85B
DHX40	5.15682994981544	-3.05381219404568	-0.738335296452792	0.460310722717146	0.664267184115557	DHX40
QKI	57.6148883272724	1.44571482287137	0.738145377574922	0.46042611139897	0.664357694942417	QKI
ADCY10P1	2.08128125332042	-1.07162822826318	0.737778704071532	0.460648936346271	0.664603189188135	ADCY10P1
E4F1	4.20282951118005	0.0509645703509878	-0.737654268412466	0.460724568736052	0.664636288887987	E4F1
FBXL13	2.09715083641477	2.8932350975984	0.737430271914761	0.460860732017265	0.664756692243085	FBXL13
NDUFAF2	5.74350906497759	-0.466326297543819	-0.736894964410556	0.461186226540265	0.66515013281259	NDUFAF2
HAS2	27.7832546857288	0.0648091485250251	0.736719985463017	0.461292650601006	0.665227563128054	HAS2
RP11-434D9.1	1.96905951595216	-0.13559554104381	0.73642743861527	0.461470611355599	0.665408126616316	RP11-434D9.1
CLHC1	1.64540061103391	0.206256543049774	0.735880607562966	0.461803359926075	0.665659648281055	CLHC1
PPDPF	11.2372442959841	-0.861576132566213	-0.735915304748123	0.461782242590156	0.665659648281055	PPDPF
SEMA4B	6.37652702488369	0.804102345774263	0.735994380445011	0.46173411770221	0.665659648281055	SEMA4B
ARMC2	2.02186842764155	3.51945141678031	-0.735548262478596	0.462005658484891	0.665875157235879	ARMC2
RBM42	8.09309663898908	-3.71908340880985	0.735303594680531	0.462154619460381	0.666013751842025	RBM42
